ADDRESS,YEAR BUILT, SALE PRICE 
1135 EAST 105TH STREET,1960,"520,000"
1466 EAST 95TH STREET,1955,0
1462 EAST 96TH STREET,1925,0
1808 ROCKAWAY PARKWAY,1920,"775,000"
1817 ROCKAWAY PARKWAY,1920,0
1434 EAST 98TH STREET,1925,0
1431 EAST 98TH STREET,1925,0
1425 EAST 98TH STREET,1925,0
10102 AVENUE L,1955,"775,000"
105-32 FLATLANDS 5TH STREET,1970,0
105-36 FLATLANDS 5TH STREET,1970,0
10568 FLATLANDS 5 STREET,1970,0
10551 FLATLANDS 6 STREET,1970,0
1261 EAST 105 STREET,1970,"900,000"
10808 FLATLANDS 8 STREET,1965,"610,950"
1541 REMSEN AVENUE,1945,10
1550 EAST 91ST STREET,1955,"500,000"
1511 EAST 91ST STREET,1910,"852,946"
9311 AVENUE N,1960,0
9216 KAUFMAN PLACE,1960,"640,000"
1561 EAST 94TH STREET,2008,0
1549 EAST 95TH STREET,1920,0
1529 EAST 95 STREET,1920,"889,000"
1501 EAST 95TH STREET,1920,"945,000"
9526 AVENUE M,1965,0
1506 EAST 96TH STREET,1930,0
1918 ROCKAWAY PARKWAY,2002,0
1334 EAST 99,1955,"525,000"
10521 FLATLANDS 7 STREET,1960,0
1333 EAST 105 STREET,1960,"750,000"
10522 FLATLANDS 7 STREET,1960,0
105-48 FLATLANDS 7 STREET,1960,0
1619 CANARSIE ROAD,1960,"930,000"
1465 EAST 99TH STREET,1960,"750,000"
1449 EAST 99TH STREET,1960,"837,500"
1410 EAST 100 STREET,1960,"1,166,798"
1452 EAST 100TH STREET,1960,"800,000"
1454 EAST 100 STREET,1960,"150,000"
1462 EAST 100TH STREET,1960,"785,000"
1429 EAST 100 ST,1960,"457,181"
1429 EAST 100TH,1960,"450,000"
1453 EAST 101ST STREET,1960,"350,000"
1434 EAST 102ND,1960,0
10219 SEAVIEW AVENUE,1960,"670,000"
1443 EAST 102ND STREET,1955,"999,000"
1420 EAST 103RD STREET,1955,"880,000"
1424 EAST 103RD STREET,1955,0
105-47 SEAVIEW AVE,1965,"975,000"
9015 SCHENCK STREET,1965,"1,015,000"
1802 EAST 92ND STREET,1965,0
1782 EAST 92ND STREET,1965,"850,000"
1787 EAST 92ND STREET,1930,"770,000"
1775 EAST 93RD STREET,1960,0
523 E 91 ST,1920,0
591 REMSEN AVENUE,1945,0
592 EAST 91ST STREET,1920,"1,160,000"
570 EAST 92ND STREET,1920,0
572 EAST 94TH STREET,1920,0
679 EAST 91ST STREET,1930,0
663 EAST 91ST STREET,1920,"885,100"
685 EAST 94TH STREET,1930,0
663 ROCKAWAY PARKWAY,1920,0
663 ROCKAWAY PARKWAY,1920,"999,999"
659 ROCKAWAY PARKWAY,1920,0
225 EAST 89TH STREET,1960,0
784 REMSEN AVE,1960,"855,000"
526 EAST 78TH STREET,1960,0
546 EAST 80TH STREET,1960,0
568 EAST 81ST STREET,1965,"700,000"
589 EAST 89TH STREET,1970,"1,250,000"
622 EAST 80TH STREET,1970,"60,840"
669 EAST 83RD STREET,1935,"1,025,000"
620 EAST 85TH STREET,1960,0
620 EAST 85TH STREET,1960,"853,427"
757 EAST 84TH STREET,1960,0
8624 GLENWOOD ROAD,1930,"650,827"
740 EAST 88TH STREET,2008,"943,031"
1160 REMSEN AVENUE,1925,0
921 EAST 83RD STREET,1975,0
977 EAST 84TH STREET,1899,0
926 EAST 86TH STREET,1970,1
7 PAERDEGAT 2 STREET,1965,"297,000"
2 PAERDEGAT 2ND STREET,1965,"65,000"
28 PAERDEGAT 2 STREET,1965,0
1058 EAST 82ND STREET,1960,0
1060 EAST 86TH STREET,1970,0
28 PAERDEGAT 5TH STREET,1965,"631,337"
30 PAERDEGAT 5TH STREET,1965,0
1124 EAST 81ST STREET,1965,0
1129 EAST 81 STREET,1955,"979,000"
1404 REMSEN AVENUE,1960,"978,500"
2 PAERDEGAT 6TH STREET,1965,0
1 PAERDEGAT 12 STREET,1965,0
46 PAERDEGAT 13 STREET,1965,0
15 PAERDEGAT 14 STREET,1965,"1,050,000"
1312 EAST 84TH STREET,1960,0
1442 EAST 86 STREET,1960,0
1419 EAST 89TH STREET,1960,"999,999"
720 EAST 96TH STREET,2010,0
719 EAST 96TH STREET,1960,0
719 EAST 96TH STREET,1960,0
903 EAST 92ND STREET,1965,0
870 EAST 95TH STREET,1960,0
898 EAST 95TH STREET,1935,0
980 EAST 92ND STREET,1920,"75,000"
9818 GLENWOOD ROAD,1915,0
1460 EAST 94TH STREET,1965,0
1914 ROCKAWAY PARKWAY,1920,"110,000"
10503 SEAVIEW AVENUE,1975,0
9518 SEAVIEW COURT,1975,"999,999"
"540 EAST 87 STREET, 3",2014,10
"559 EAST 87TH STREET, 301",,0
"559 EAST 87TH STREET, 304",,"225,000"
"559 EAST 87TH STREET, 304",,"480,000"
"561 EAST 87 STREET, 401",1986,"150,000"
"8705 BEDELL LANE, 702",1986,"420,000"
"8711 BEDELL LANE, 901",,"253,000"
"717 EAST 85 STREET, 300",,"245,000"
"727 EAST 85TH STREET, 600",,"215,000"
"8604 GLENWOOD ROAD, 3",,1
"972 E 88 ST, 102",,0
"972 EAST 88TH STREET, 102",,"71,000"
"972 EAST 88TH STREET, 202",,"160,000"
"8726 AVE J, 1CE",1985,"684,644"
"8726 AVENUE J, 1CE",1985,"284,625"
"1254 EAST 80TH STREET, 3",,0
"8103 AVENUE M, 36",,"490,000"
"1236 EAST 82, 69",,0
"1236 EAST 82ND STREET, 69",,"225,000"
"8616 AVENUE L, 301",,0
"8616 AVENUE L, 302",,"300,000"
"7905 SEAVIEW AVENUE, 7",1985,"410,000"
"1286 EAST 91ST STREET, 202",1986,"425,000"
"1284 EAST 91ST STREET, 303",1986,0
"1280 EAST 91ST STREET, 402",1986,"455,000"
"570 LOUISIANA AVENUE, 1",1989,"390,000"
"578 LOUISIANA AVENUE, 3",1989,0
"1453 EAST 108TH STREET, 3A",,"225,000"
"1435 EAST 108TH STREET, 9B",,"299,000"
"1431 EAST 108TH STREET, 10D",,0
"10850 FLATLANDS 9 STREET, 28A",,"239,000"
"10833 SEAVIEW AVENUE, 34D",,"328,879"
"108-19 SEAVIEW AVE, 39E",,"373,890"
"1534 EAST 98TH STREET, 100A",,"237,500"
"9540 SCHENCK STREET, 2",,"375,000"
N/A REMSEN AVENUE,,0
N/A EAST 77TH STREET,,"699,000"
N/A AVENUE L,,"960,000"
N/A EAST 98TH STREET,,"5,000"
702 BRISTOL STREET,1930,0
702 BRISTOL STREET,1930,0
714 BRISTOL STREET,1930,0
23 EAST 88TH STREET,1920,0
557 EAST 93 STREET,1920,0
"969 EAST 108TH STREET, 3D",1967,"210,000"
"536 EAST 86TH, 201",1986,0
"8413 AVENUE K, 2C",2009,0
"1366 EAST 92ND STREET, 201",,"365,000"
1519 ROCKAWAY PARKWAY,1925,"860,000"
9502 AVENUE L,1931,"1,175,000"
1371 ROCKAWAY PKWY,1931,10
2001 ROCKAWAY PARKWAY,1966,"7,400,000"
"22 BROOKLYN TERMINAL MARKET, 22",1967,"300,000"
"85 BROOKLYN TERMINAL MARKET, 85",1967,"865,000"
"87 BROOKLYN TERMINAL MARKET, 87",1967,"865,000"
1397 ROCKAWAY PARKWAY,1931,0
1432 ROCKAWAY PARKWAY,1931,0
10424 FLATLANDS AVENUE,1960,"2,650,000"
105-16 FLATLANDS AVENUE,2014,"11,700,000"
10516 FLATLANDS AVENUE,2014,0
105-10 FLATLANDS AVENUE,2014,"11,700,000"
10510 FLATLANDS AVENUE,2014,0
105-04 FLATLANDS AVENUE,2014,"11,700,000"
10504 FLATLANDS AVENUE,2014,0
458 EAST 100TH STREET,1930,0
443 EAST 100TH STREET,1930,0
8109 FOSTER AVENUE,1950,0
538 EAST 83RD STREET,,0
513 EAST 88TH STREET,1931,"625,000"
9313 DITMAS AVE,1957,0
9720 AVENUE B,,"140,000"
789 EAST 91ST STREET,1965,"14,750,000"
909 REMSEN AVENUE,1956,"28,000,000"
439 EAST 99TH STREET,1952,0
940 EAST 92ND STREET,1960,"1,465,000"
100-23 SEAVIEW AVENUE,1960,0
620 EAST 102 STREET,2005,"1,700,000"
1221 REMSEN AVENUE,1931,0
9821 FOSTER AVENUE,1956,0
1109 EAST 93 STREET,,"135,000"
"1111 EAST 93RD STREET, 400",,"177,392"
"536 EAST 86TH STREET, G2",1986,0
"1254 EAST 80TH STREET, G1",,0
"8103 AVENUE M, G17",,"490,000"
"7905 SEAVIEW AVENUE, G8",1985,"410,000"
"10803 SEAVIEW AVENUE, P3",1989,"3,500"
"1447 EAST 108 STREET, P40",1989,"328,879"
"1429 EAST 108 STREET, P52",1989,"5,000"
"1453 EAST 108TH STREET, P102",1989,"225,000"
"10849 SEAVIEW AVENUE, P138",1989,"239,000"
"9538 SCHENCK STREET, 21",,"375,000"
287 UNION STREET,2013,"5,185,000"
285 UNION STREET,2013,"5,500,000"
179 CARROLL STREET,1899,0
154 LUQUER STREET,1901,0
418 DEGRAW STREET,1899,"789,144"
340 SACKETT STREET,1901,0
16 2 STREET,1901,0
248 SACKETT STREET,1899,0
294 SACKETT STREET,2013,"5,145,000"
157 CARROLL STREET,1899,0
119 RAPELYE STREET,1930,0
29 3RD PLACE,1901,"2,660,000"
3 THIRD PLACE,1901,"2,500,000"
556 CLINTON STREET,1899,0
145A NELSON STREET,1901,"1,900,000"
143 NELSON STREET,1901,"2,895,000"
139 NELSON STREET,1901,"1,815,000"
206 SMITH STREET,1931,0
261 SMITH STREET,1931,"1,500,000"
259 SMITH STREET,1931,"1,500,000"
309 COURT STREET,1931,0
276 SMITH STREET,1931,"2,300,000"
288 SMITH STREET,1900,"2,500,000"
"371 UNION STREET, 3",1899,"2,700,000"
355 PRESIDENT STREET,1899,"5,125,000"
343 PRESIDENT STREET,1899,0
341 SMITH STREET,1931,"3,000,000"
304 CARROLL STREET,1899,0
19 2ND STREET,1899,"2,175,000"
126 SECOND PLACE,1899,0
46 3 STREET,1899,0
188 NELSON STREET,1899,0
188 NELSON STREET,1899,"3,633,000"
"241 PRESIDENT STREET, 3",1901,0
109 CARROLL STREET,1899,0
209 CARROLL ST,1899,10
130 SUMMIT STREET,1899,"2,600,000"
578 HENRY STREET,1975,0
10 1 PLACE,1899,0
69 2ND PLACE,1901,"3,300,000"
594 HENRY STREET,1899,0
13 3 PLACE,1901,0
639 HENRY STREET,1899,"2,285,000"
514 CLINTON STREET,1899,0
43 4TH PLACE,1899,"2,999,999"
19 4 PLACE,1899,0
527 CLINTON STREET,1931,"2,750,000"
82 4 PLACE,1899,"1,600,000"
115 NELSON STREET,1899,0
149 HUNTINGTON STREET,1901,0
160 HUNTINGTON STREET,1901,"2,550,000"
154 WEST 9TH STREET,1899,"8,000,000"
32 BUTLER STREET,1901,"3,900,000"
17 DOUGLASS STREET,1901,"2,800,000"
248 HOYT STREET,1899,"2,350,000"
351 DEGRAW STREET,1910,0
366 DEGRAW ST,1899,0
381 SACKETT STREET,1899,"3,350,000"
369 SACKETT STREET,1899,0
409 UNION STREET,1899,0
324 PRESIDENT STREET,1901,0
326 PRESIDENT STREET,1901,0
64 2ND STREET,1910,"2,850,000"
18 3 STREET,1899,0
122 3 PLACE,1899,"2,600,000"
124 3 PLACE,1899,0
129 4TH PLACE,1899,"2,480,000"
14 DENNETT PLACE,1899,"750,000"
16 DENNETT PLACE,1899,"1,550,000"
198 NELSON STREET,1899,0
184 WEST 9TH STREET,1901,0
"91 BUTLER STREET, 6",,"1,320,000"
"38 BUTLER STREET, 1",1901,0
"101 DOUGLASS STREET, 1",2017,"2,540,534"
"101 DOUGLASS STREET, 2",2017,"2,500,000"
"101 DOUGLASS STREET, 3",2017,"2,170,000"
"320 SACKETT STREET, 2",1901,"2,291,063"
"283 PRESIDENT STREET, 1",1899,"4,363,706"
"283 PRESIDENT STREET, 2",1899,"1,760,000"
"283 PRESIDENT STREET, 3",1899,"2,522,813"
"11 THIRD STREET, 1",1920,0
"11 THIRD STREET, 2",1920,0
506 HENRY STREET,1900,10
392 CLINTON STREET,1900,0
528 HENRY ST,1910,0
528 HENRY ST,1910,0
550 HENRY STREET,1900,0
105 CARROLL STREET,1931,"4,500,000"
258 PRESIDENT STREET,1900,"3,300,000"
260 PRESIDENT STREET,1900,"6,050,000"
217 CARROLL STREET,1900,0
132 CARROLL STREET,1900,"3,060,000"
558 HENRY STREET,1900,0
558 HENRY STREET,1900,"4,540,114"
448 CLINTON STREET,1900,0
448 CLINTON STREET,1900,"5,700,000"
5 1 PLACE,1900,0
99 1 PLACE,1900,"2,900,000"
152 SUMMIT STREET,1900,0
81 WOODHULL STREET,1900,"3,100,000"
79 WOODHULL STREET,1900,"2,999,000"
65 WOODHULL STREET,1900,"2,900,000"
40 FIRST PLACE,1900,0
44 1 PLACE,1910,0
68 1 PLACE,1910,0
74 1ST PLACE,1910,"5,227,637"
76 1 PLACE,1910,"10,800,000"
84 FIRST PLACE,1910,0
91 2ND PLACE,1900,0
65 3RD PL,1900,"5,348,880"
63 3 PLACE,1900,"5,090,310"
61 3RD PL,1900,"4,860,810"
661 HENRY STREET,1900,"1,900,000"
167 LUQUER STREET,1900,0
"535 CLINTON STREET, 3A",1900,"600,000"
158 NELSON STREET,1900,0
159 WEST 9TH STREET,1900,"8,000,000"
83 BUTLER ST,1920,"1,245,000"
79 DOUGLASS STREET,1920,0
"42 DOUGLASS STREET, 4",1920,"4,100,000"
44 DOUGLASS STREET,1920,0
328 DEGRAW STREET,1920,"4,000,000"
407 SACKETT STREET,1900,"4,050,000"
337 UNION STREET,1920,10
312 UNION STREET,1920,0
312 PRESIDENT STREET,1920,0
7 2 STREET,1920,"3,225,000"
38 3 STREET,1920,"6,900,000"
449-451 COURT STREET,1920,0
451 COURT STREET,1920,0
188 WEST 9TH STREET,1920,"2,225,000"
"244 SACKETT STREET, C",1920,0
"233 PRESIDENT STREET, 4",1920,"1,600,000"
"113 CARROLL STREET, 2",1900,"1,095,000"
"232 PRESIDENT STREET, 3R",1920,"915,000"
"31 1ST PLACE, 5",1900,"1,275,000"
"86 2ND PLACE, 2",1930,"1,920,000"
"503 CLINTON STREET, 2",1899,"925,000"
"164A HUNTINGTON STREET, B",1985,"1,100,000"
"170 HUNTINGTON STREET, B",1986,"950,000"
"335 SACKETT STREET, 3",1900,0
"333 SACKETT STREET, 3",1986,"1,795,000"
"441 COURT STREET, 3R",1900,"575,000"
"443 COURT STREET, 4F",1900,"1,275,000"
"443 COURT STREET, 4R",1900,"740,000"
"360 COURT STREET, 28",,"950,000"
"529 CLINTON STREET, 105",,"1,150,000"
"529 CLINTON STREET, 106",,"1,099,000"
"291 UNION STREET, 3B",2008,"3,800,000"
"291 UNION STREET, 5E",2008,"2,950,000"
"93 RAPELYE STREET, 3B",,"1,075,000"
"344 DEGRAW STREET, 2D",,"1,010,000"
"344 DEGRAW STREET, 4A",,"999,999"
"344 DEGRAW STREET, 4E",,0
"344 DEGRAW STREET, 6C",,"1,735,000"
"193 LUQUER STREET, 3",,"1,275,000"
"505 COURT STREET, 1B",2006,"1,204,555"
"505 COURT STREET, 1F",,"1,570,000"
"505 COURT STREET, 2F",2006,"1,150,000"
"505 COURT STREET, 2G",,"700,000"
"505 COURT STREET, 5Q",2006,"1,115,000"
"505 COURT STREET, 8E",2006,"720,000"
"529 COURT STREET, 404",2005,"1,335,000"
"529 COURT STREET, 405",2005,"1,390,000"
"529 COURT STREET, PH1",2005,"1,840,000"
"527 COURT STREET, 4C",2010,"580,000"
172 SACKETT STREET,1931,0
544 COURT STREET,1931,"3,000,000"
357 COURT STREET,1931,"3,300,000"
355 COURT STREET,1931,"3,500,000"
331 SMITH STREET,1931,0
423 COURT STREET,1920,"5,346,458"
2 3 STREET,1899,"4,833,333"
2 3RD STREET,1899,0
"239 PRESIDENT STREET, 1",1920,"2,570,000"
"239 PRESIDENT STREET, 4",1920,"2,320,988"
"536 HENRY STREET, 4",1920,"1,650,000"
"160 CARROLL STREET, 2",1900,0
"85 1ST PLACE, 3",,"1,730,000"
"538 CLINTON STREET, 1B",1899,"2,494,713"
"538 CLINTON STREET, 3",1899,"2,036,500"
"140 LUQUER STREET, 1",1900,0
"150 LUQUER STREET, 1",1901,"1,807,394"
"150 LUQUER STREET, 4",1901,"1,501,919"
"89 DOUGLASS STREET, 1",1920,"2,902,013"
"89 DOUGLASS STREET, 2",1920,"2,250,000"
"89 DOUGLASS STREET, 3",1920,"2,367,431"
"89 DOUGLASS STREET, 4",1920,"2,396,672"
"85 DOUGLASS ST, B",1920,"2,050,000"
"321 UNION STREET, 4A",,"1,663,000"
"122 1 PLACE, 4",,0
"126 1 PLACE, 3",,"1,835,000"
"126 FIRST PLACE, 4",,"1,800,000"
"126 FIRST PLACE, 5",,"2,900,000"
"116 2ND PL, 1",1920,"2,150,000"
"127 4 PLACE, 2A",2007,"750,000"
"203 LUQUER STREET, 3A",,"908,000"
"203 LUQUER STREET, 4A",,"820,000"
"185 HUNTINGTON STREET, 4",,"1,550,000"
"45 GARNET STREET, 1A",2021,"910,000"
"45 GARNET STREET, 1B",2021,"968,700"
"45 GARNET STREET, 1D",2021,"1,413,000"
"45 GARNET STREET, 3A",2021,"2,358,700"
"45 GARNET STREET, 3B",2021,"2,800,188"
232 SMITH STREET,,"2,600,000"
232 SMITH STREET,,"5,050,000"
"291 UNION STREET, PS28",2008,"5,500,000"
"291 UNION STREET, PS29",2008,"250,000"
"291 UNION STREET, PS34",2008,"5,145,000"
"529 COURT STREET, P2",2005,1
"529 COURT STREET, P11",2005,"1,390,000"
"145 PRESIDENT STREET, CFU",2017,"100,000"
31 CLIFTON PL,1899,"3,175,000"
465 VANDERBILT AVENUE,2014,0
465 VANDERBILT AVENUE,2014,"3,639,000"
434 CLINTON AVENUE,2021,"4,550,000"
436 CLINTON AVE,2021,"4,650,000"
429 WASHINGTON AVENUE,1901,"6,000,000"
175 ST JAMES PLACE,1899,"1,880,000"
120 CAMBRIDGE PLACE,1899,0
120 CAMBRIDGE PLACE,1899,0
129 CAMBRIDGE PLACE,1899,0
407 MYRTLE AVENUE,1958,10
99 WAVERLY,1901,"1,103,081"
126 WASHINGTON AVENUE,1901,"1,450,000"
455A MYRTLE AVENUE,1958,0
141A WASHINGTON AVE,1901,0
137A WASHINGTON AVE,1901,0
107 HALL STREET,1867,0
408 MYRTLE AVENUE,1955,"2,452,000"
216 WASHINGTON AVENUE,1901,0
191 WASHINGTON AVENUE,1901,"920,000"
188 HALL STREET,1901,10
188 HALL STREET,1901,10
264 WAVERLY AVENUE,1974,"3,429,000"
216 HALL STREET,1960,10
216 HALL STREET,1960,10
309 VANDERBILT AVENUE,1899,0
307 CLINTON AVENUE,1901,"2,448,000"
16 ST JAMES PLACE,1899,"2,251,000"
24 ST JAMES PLACE,1990,0
298 LAFAYETTE AVENUE,1899,"3,715,000"
44 CLIFTON PLACE,1899,0
277 GREENE AVENUE,2016,"6,206,814"
405 CLINTON AVENUE,1900,"5,649,451"
433 WAVERLY AVENUE,1901,"4,625,000"
423 WASHINGTON AVENUE,1931,0
112 ST. JAMES PLACE,1899,0
178 ST. JAMES PLACE,1901,0
111 ST JAMES PLACE,1899,"4,095,000"
13 CAMBRIDGE PLACE,1899,0
348 GRAND AVENUE,1899,"2,500,000"
240 GREENE AVENUE,1899,"1,088,000"
220 GREENE AVENUE,2006,"1,800,000"
35 QUINCY STREET,1899,0
48 GATES AVE,1899,10
468 WAVERLY AVENUE,1899,"2,550,000"
913 FULTON STREET,1930,"2,125,000"
473 WAVERLY AVENUE,1901,"3,795,000"
412 GRAND AVENUE,1899,0
416A GRAND AVENUE,1899,"3,025,000"
49 IRVING PL,2012,0
1059 FULTON STREET,1930,"1,975,000"
568 WASHINGTON AVENUE,1930,0
29 LEFFERTS PLACE,1899,"1,950,000"
277 ST JAMES PLACE,1910,"1,900,000"
141 CLINTON AVENUE,1901,0
87 WAVERLY AVENUE,1901,"1,520,000"
102 RYERSON STREET,1899,1
126 RYERSON STREET,1901,"1,400,000"
132 RYERSON STREET,1901,0
131 WILLOUGHBY AVENUE,1901,0
187 WASHINGTON AVENUE,1905,0
298 DEKALB AVENUE,1899,"5,775,000"
81 ST JAMES PLACE,1905,"2,550,000"
32 CLIFTON PLACE,1899,0
109 CAMBRIDGE PLACE,1899,"3,500,000"
402 GRAND AVENUE,1931,"2,999,999"
391 GRAND AVENUE,1901,500
46 DOWNING STREET,1900,0
71 DOWNING STREET,1900,0
52 IRVING PLACE,1901,"2,800,000"
56 IRVING PLACE,1931,0
1061 FULTON ST,1930,0
58 PUTNAM AVENUE,1901,"1,860,000"
18 LEFFERTS PL,1899,0
"171 GREENE AVENUE, 3",1990,"1,540,000"
"470 WASHINGTON AVE, 5",1930,"1,225,000"
"127 ST JAMES PLACE, 2",1890,"950,000"
"380 CLASSON AVENUE, 1",1930,0
"380 CLASSON AVENUE, 2",1930,0
"380 CLASSON AVENUE, 3",1930,"289,385"
"264 GREENE AVENUE, 2",2012,"1,525,000"
"473 CLINTON AVENUE, 2",1899,"1,810,000"
"4 LEFFERTS PLACE, UNIT",2009,"2,950,000"
35 LEFFERTS PLACE,,0
82 CLINTON AVENUE,1905,0
133 CLINTON AVENUE,1905,0
99 CLINTON AVENUE,1905,0
97 CLINTON AVENUE,1905,"60,000"
138A CLASSON AVENUE,1905,0
156 WILLOUGHBY AVENUE,1905,0
207 GREENE AVENUE,1905,0
401 WASHINGTON AVENUE,1900,0
108 ST JAMES PLACE,1931,0
97 GATES,1930,0
95 GATES AVENUE,1930,0
133 SAINT JAMES PLACE,1930,10
133 ST. JAMES PLACE,1930,10
125 ST JAMES PLACE,1930,"2,650,000"
111 GATES AVENUE,1930,0
3 CAMBRIDGE PLACE,1930,0
35 LEXINGTON AVENUE,1899,"4,185,000"
33 LEXINGTON AVENUE,1899,"4,185,000"
493 WASHINGTON AVENUE,1800,0
416 GRAND AVENUE,1900,"1,100,000"
53 IRVING PLACE,2001,"1,800,000"
502 CLINTON AVE,1930,"1,240,000"
30 LEFFERTS PL,1930,"2,150,000"
501 MYRTLE AVE,1999,0
100 STEUBEN STREET,2015,"22,300,000"
"153 CLINTON AVENUE, 1A",1900,"545,000"
"153 CLINTON AVENUE, 3D",1900,0
"149 CLINTON AVENUE, 1C",1900,"725,000"
"149 CLINTON AVENUE, 2A",1900,"835,000"
"269 CLINTON AVE, 2/3C",1905,"1,425,000"
"269 CLINTON AVENUE, A2",1905,"697,000"
"328 CLINTON AVENUE, 1",1900,"1,195,000"
"321 CLINTON AVENUE, 9",1900,"1,403,000"
"110 CAMBRIDGE PLACE, 1A",1930,"491,100"
"210 CLINTON AVENUE, 11A",1945,"600,000"
"210 CLINTON AVENUE, 14D",1945,"845,000"
"210 CLINTON AVENUE, 4F",1945,"847,000"
"185 CLINTON AVE, 1C",1944,"710,000"
"185 CLINTON AVE, 6C",1944,"800,000"
"185 CLINTON AVE, 8H",1944,"800,000"
"185 CLINTON AVE, 9B",1944,"711,000"
"185 CLINTON AVENUE, 3D",1944,0
"193 CLINTON AVE, 8H",1944,"650,000"
"193 CLINTON AVENUE, 11C",1944,"565,000"
"193 CLINTON AVENUE, 8B",1944,"735,000"
"201 CLINTON AVENUE, 11G",1944,"690,000"
"201 CLINTON AVENUE, 14F",1944,"972,000"
"201 CLINTON AVENUE, 1F",1944,"690,750"
"201 CLINTON AVENUE, 5A",1944,"649,000"
"201 CLINTON AVENUE, 5F",1944,"1,025,000"
"201 CLINTON AVENUE, 8A",1944,"825,000"
"201 CLINTON AVENUE, 8B",1944,"685,000"
"201 CLINTON AVENUE, 9D",1944,"610,000"
"205 CLINTON AVE, 5H",1944,"690,000"
"205 CLINTON AVE, 7H",1944,"645,000"
"205 CLINTON AVENUE, 10H",1944,"580,000"
"205 CLINTON AVENUE, 8D",1944,"645,000"
"209 CLINTON AVE, 5B",1944,"680,000"
"209 CLINTON AVENUE, 10H",1944,"725,000"
"209 CLINTON AVENUE, 1A",1944,"515,000"
"209 CLINTON AVENUE, 2BC",1944,"1,990,000"
"209 CLINTON AVENUE, 5C",1944,"1,090,000"
"209 CLINTON AVENUE, 6A",1944,"675,000"
"165 CLINTON AVENUE, 2D",1954,0
"185 HALL STREET, 1104",1958,"933,000"
"185 HALL STREET, 1113",1958,"1,100,000"
"185 HALL STREET, 1402",1958,"385,000"
"185 HALL STREET, 1515",1958,"995,000"
"185 HALL STREET, 1716",1958,"810,000"
"185 HALL STREET, 307",1958,"550,000"
"185 HALL STREET, 609",1958,"310,000"
"185 HALL STREET, 716",1958,"610,000"
"195 WILLOUGHBY AVENUE, 1013",1958,"1,400,000"
"195 WILLOUGHBY AVENUE, 903",1958,"650,000"
"275 CLINTON AVE, 3/4",1905,"1,675,000"
"275 CLINTON AVENUE, 1-2",1905,"1,775,000"
"277 WASHINGTON AVENUE, 3F",1905,"730,000"
"277 WASHINGTON AVENUE, 3J",1905,"625,000"
"277 WASHINGTON AVENUE, 4B",1905,"625,000"
"277 WASHINGTON AVENUE, 4F",1905,"740,000"
"277 WASHINGTON AVENUE, 5A",1905,0
"325 CLINTON AVENUE, 11C",1946,0
"325 CLINTON AVENUE, 1B",1946,"750,000"
"325 CLINTON AVENUE, 6D",1946,"810,000"
"325 CLINTON AVENUE, 6F",1946,"845,000"
"325 CLINTON AVENUE, 8C",1946,"850,000"
"372 DEKALB AVE, 5M",1930,"690,000"
"372 DEKALB AVENUE, 2A",1930,"950,000"
"372 DEKALB AVENUE, 6K",1930,"1,250,000"
"360 CLINTON AVENUE, 2G",1928,0
"360 CLINTON AVENUE, 4H",1928,"675,000"
"360 CLINTON AVENUE, 5C",1928,"860,000"
"345 CLINTON AVE., 5D",1946,"780,000"
"345 CLINTON AVENUE, 10A",1946,"600,000"
"345 CLINTON AVENUE, 4A",1946,"660,000"
"345 CLINTON AVENUE, 4G",1946,"695,000"
"345 CLINTON AVENUE, 5F",1946,"956,000"
"345 CLINTON AVENUE, 6A",1946,"675,000"
"345 CLINTON AVENUE, 7E",1946,"825,000"
"345 CLINTON AVENUE, 8F",1946,"1,100,000"
"355 CLINTON AVE, 8H",1946,0
"355 CLINTON AVENUE, 11G",1946,0
"355 CLINTON AVENUE, 12D",1946,"690,000"
"355 CLINTON AVENUE, 2A",1946,"670,000"
"355 CLINTON AVENUE, 2C",1946,0
"355 CLINTON AVENUE, 3G",1946,"665,000"
"355 CLINTON AVENUE, 5H",1946,"749,000"
"355 CLINTON AVENUE, 7H",1946,"710,000"
"355 CLINTON AVENUE, 8H",1946,"320,000"
"361 CLINTON AVENUE, 11D",1946,"525,000"
"361 CLINTON AVENUE, 12A",1946,"805,000"
"361 CLINTON AVENUE, 3F",1946,"1,015,000"
"361 CLINTON AVENUE, 6H",1946,"750,000"
"361 CLINTON AVENUE, 7C",1946,"1,055,000"
"365 CLINTON AVENUE, 11F",1946,"925,000"
"365 CLINTON AVENUE, 3H",1946,"760,000"
"110 CLIFTON PLACE, 2E",1922,"1,400,000"
"110 CLIFTON PLACE, 3H",1922,"1,405,000"
"451 CLINTON AVENUE, 2E",1930,"800,000"
"451 CLINTON AVENUE, 3C",1930,"1,170,000"
"451 CLINTON AVENUE, 4B",1930,"1,350,000"
"429 CLINTON AVENUE, 40",1930,"1,600,000"
"531 MYRTLE AVENUE, RU",2015,"14,700,000"
"107 WAVERLY AVENUE, 2B",2013,"1,221,900"
"109 WAVERLY AVE, 1B",2013,"1,310,000"
"109 WAVERLY AVENUE, 2B",2013,"1,186,261"
"109 WAVERLY AVENUE, 4A",2013,"740,000"
"420 CLASSON AVENUE, B",,0
"420 CLASSON AVENUE, 2B",,"1,150,000"
"555 WASHINGTON AVENUE, 1D",,"1,400,000"
"555 WASHINGTON AVENUE, 3D",,1
